player_name,birthday,age,height_m,weight_kg,imc,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
Adam Bodzek,1985-09-07,30,1.83,78.93,23.6,70.03,72.17,right,medium,medium,56.86,49.33,67.81,67.5,56.92,58.67,63.86,58.89,67.17,65.83,64.81,62.14,67.75,69.28,67.69,64.39,71.67,78.14,75.44,59.39,78.56,69.5,51.89,61.06,57.33,69.17,72.78,67.89,9.92,14.67,18.5,8.25,10.08
Adam Bogdan,1987-09-27,28,1.93,89.81,24.1,66.88,76.06,right,medium,medium,17.62,15.38,15.69,18.5,11.38,15.38,18.62,18.62,23.75,19.62,49.0,48.0,35.0,56.31,39.12,36.38,63.0,34.94,56.56,17.06,20.75,26.12,21.44,23.38,21.12,17.62,15.69,17.0,70.19,63.69,60.5,66.12,70.81
Adam Brown,1995-06-09,20,1.78,63.96,20.23,52.0,65.0,right,medium,medium,54.0,47.0,35.0,53.0,45.0,58.0,41.0,33.0,49.0,51.0,61.0,69.0,55.0,33.0,72.0,55.0,43.0,53.0,47.0,37.0,30.0,25.0,42.0,51.0,55.0,31.0,25.0,26.0,13.0,13.0,6.0,11.0,14.0
Adam Buksa,1996-07-12,19,1.9,78.02,21.5,55.67,68.67,right,medium,medium,36.67,57.33,60.22,47.22,49.56,54.22,39.78,32.33,39.33,53.44,57.0,61.0,62.67,47.56,48.0,54.22,67.78,60.67,72.56,45.44,50.44,23.44,54.89,49.11,64.44,20.44,28.11,26.56,6.44,12.44,9.44,5.44,13.44
Adam Campbell,1995-01-01,21,1.7,73.03,25.22,59.64,77.64,right,high,medium,38.0,61.73,56.36,54.14,53.45,60.18,40.0,36.09,38.27,57.59,80.0,87.32,73.23,55.55,75.59,53.73,81.0,53.45,49.73,52.64,31.0,15.14,58.45,44.77,65.36,19.59,18.59,13.59,15.0,12.0,15.0,8.0,8.0
Adam Collin,1984-12-09,31,1.9,78.02,21.5,62.21,63.42,right,medium,medium,23.76,23.3,24.91,25.18,24.33,22.33,23.18,24.64,38.39,23.88,35.79,41.73,43.0,65.0,44.97,32.82,55.0,29.27,62.27,23.58,32.18,25.82,22.55,32.18,23.91,22.45,22.0,24.12,66.12,60.82,59.76,59.03,64.0
Adam Cummins,1993-03-03,23,1.88,78.02,22.08,55.6,67.6,right,medium,medium,33.6,25.0,64.6,44.6,24.0,37.0,20.8,22.0,25.8,54.6,60.0,53.2,46.0,46.0,42.0,55.0,66.4,56.4,66.2,24.0,51.2,46.8,25.2,28.4,22.0,55.4,56.6,53.6,9.0,8.0,6.0,9.0,13.0
Adam Danch,1987-12-15,28,1.83,81.19,24.28,63.89,67.72,right,medium,medium,52.06,27.28,56.17,51.11,30.06,50.28,30.06,27.06,55.61,56.72,66.44,62.11,63.22,46.61,64.22,52.94,79.89,57.89,66.89,32.06,62.39,75.17,55.28,43.06,43.06,67.06,69.06,65.11,08.06,09.06,05.06,14.06,15.06
Adam Deja,1993-06-24,22,1.85,82.1,23.88,56.27,63.93,right,medium,medium,44.73,35.93,50.33,64.07,41.87,54.47,34.33,39.33,58.93,58.13,62.07,66.0,54.0,58.27,54.0,58.33,61.53,67.93,74.8,38.87,58.27,46.2,51.87,53.53,43.87,44.73,51.33,53.0,10.33,10.33,13.33,13.33,5.33
Adam Drury,1978-08-29,37,1.8,73.03,22.45,66.29,67.29,left,medium,medium,61.29,30.24,62.29,66.12,19.18,62.76,60.71,38.29,58.71,72.06,65.59,61.65,60.94,55.82,71.12,38.29,67.47,69.47,73.88,41.71,68.41,68.29,49.53,62.88,55.18,66.35,68.35,68.88,6.41,10.41,29.0,9.53,15.29
Adam Drury,1993-09-09,22,1.78,68.95,21.81,56.17,69.0,right,medium,medium,67.0,52.0,52.0,53.0,37.0,61.0,33.17,33.0,48.0,55.0,74.0,78.0,57.0,46.0,63.0,44.0,73.0,52.0,43.0,40.0,25.0,30.67,46.0,40.0,64.0,55.0,37.89,32.78,10.0,7.0,14.0,15.0,7.0
Adam Duda,1991-04-29,25,1.88,77.11,21.83,56.0,62.75,right,medium,medium,31.5,59.75,58.5,43.0,42.5,54.38,40.0,31.0,29.0,47.88,58.0,57.0,59.5,56.5,55.25,52.88,69.75,58.0,67.0,55.12,44.62,19.5,57.88,45.62,62.0,17.25,18.75,18.5,11.0,13.0,14.0,7.0,6.0
Adam Dzwigala,1995-09-25,20,1.85,79.83,23.22,56.35,67.53,right,medium,medium,35.0,30.76,63.18,58.24,37.29,37.29,45.24,37.94,56.0,53.94,64.82,68.0,58.53,48.35,64.0,59.59,66.53,73.65,69.24,49.53,56.29,45.06,52.65,48.53,51.82,55.12,57.29,55.94,7.29,5.29,14.29,13.29,12.29
Adam Federici,1985-01-31,31,1.88,89.81,25.42,70.35,74.4,right,medium,medium,20.6,20.6,22.1,27.1,20.4,20.6,20.2,21.05,36.15,26.2,47.6,47.05,52.0,65.95,49.6,19.6,73.0,53.8,72.2,19.2,53.8,28.9,33.2,34.7,43.3,21.1,19.2,19.1,72.35,65.55,74.4,66.95,74.8
Adam Fraczczak,1987-08-07,28,1.83,76.2,22.78,64.13,66.37,right,high,medium,65.17,57.93,64.57,63.97,55.77,61.83,55.97,51.23,59.57,59.07,77.0,78.73,66.1,57.57,65.8,60.67,74.13,82.0,73.43,47.27,75.17,54.77,66.7,63.13,53.13,60.3,61.77,63.13,14.23,7.23,5.23,9.23,10.23
Adam Gyurcso,1991-03-06,25,1.8,59.87,18.41,69.0,75.77,right,high,low,71.0,68.0,58.0,66.0,65.0,70.0,59.0,54.85,59.0,64.0,79.46,77.38,68.0,60.69,58.85,68.0,66.0,67.0,46.0,59.0,54.0,34.0,68.38,77.0,67.0,14.0,17.0,22.0,8.0,8.0,12.0,8.0,10.0
Adam Hammill,1988-01-25,28,1.78,73.94,23.39,67.04,73.59,right,medium,medium,69.59,61.67,32.56,65.48,64.0,74.04,63.0,63.67,57.59,69.67,77.89,79.59,68.63,61.26,68.19,70.52,50.7,64.93,56.41,71.93,51.44,34.63,55.37,56.0,56.56,35.0,38.93,33.41,6.0,10.33,17.19,9.56,11.11
Adam Henley,1994-06-14,21,1.78,77.11,24.39,65.47,75.13,right,medium,medium,56.0,34.27,63.4,62.47,33.27,60.27,42.27,38.27,60.0,61.33,72.8,70.73,65.0,64.6,82.47,36.27,62.0,71.47,65.87,28.27,57.27,64.27,50.27,51.6,46.27,64.07,69.6,67.93,11.27,10.27,5.27,14.27,7.27
Adam Hlousek,1988-12-20,27,1.88,76.2,21.57,68.14,73.79,left,high,high,73.96,61.11,60.71,68.36,59.46,66.82,74.36,70.18,64.54,67.07,67.21,74.86,67.93,69.75,64.36,69.64,66.43,72.25,64.61,60.36,61.5,60.32,66.39,61.93,57.14,50.0,57.96,63.57,8.57,13.64,20.04,9.54,11.18
Adam Johnson,1987-07-14,28,1.75,63.05,20.53,76.5,80.08,left,medium,medium,76.75,67.21,45.08,75.29,66.42,82.0,74.29,72.12,66.29,78.96,79.96,78.38,81.75,72.17,77.25,72.62,53.92,71.83,63.25,71.38,60.79,51.54,74.0,76.08,66.71,37.42,34.58,30.17,7.58,9.0,22.21,14.71,11.92
Adam King,1995-10-11,20,1.8,74.84,23.01,53.94,63.31,right,medium,medium,43.0,44.0,48.0,64.5,37.0,51.62,42.0,41.0,58.94,53.56,66.0,67.0,70.0,57.0,75.0,66.0,67.0,54.19,58.0,47.0,64.0,40.0,54.0,51.81,47.0,39.0,50.0,49.0,7.0,7.0,12.0,13.0,16.0
Adam Kokoszka,1986-10-06,29,1.88,82.1,23.24,63.26,67.3,right,low,medium,35.7,37.78,62.35,50.61,42.17,44.13,36.39,29.48,43.3,51.52,66.0,68.57,65.61,59.7,65.57,64.22,58.74,76.57,76.78,34.35,73.39,65.61,33.96,52.43,45.57,58.83,69.57,55.48,10.48,12.17,20.13,12.96,12.96
Adam Lallana,1988-05-10,28,1.73,73.03,24.48,75.67,81.64,right,high,medium,70.33,69.64,60.21,78.44,67.23,80.56,75.1,64.26,69.0,79.31,75.97,71.87,80.69,71.15,78.87,65.64,70.97,79.92,64.38,68.49,43.46,62.97,72.69,80.38,60.77,29.26,47.69,36.82,6.0,15.51,18.0,9.23,11.92
Adam Le Fondre,1986-12-02,29,1.75,73.03,23.78,68.0,71.47,right,high,low,53.38,74.76,60.65,58.59,69.44,59.5,54.82,44.5,45.06,65.79,74.12,73.0,70.85,73.41,75.41,63.47,71.44,68.38,59.65,56.44,41.47,35.24,73.59,64.47,75.12,20.5,20.56,16.94,6.38,8.32,8.97,7.74,15.91
Adam Maher,1993-07-20,22,1.75,64.86,21.12,74.18,83.18,right,medium,medium,69.0,62.82,42.05,75.59,70.36,78.5,73.5,70.41,70.59,82.91,74.23,74.05,81.95,71.64,80.05,69.59,62.36,69.91,46.45,66.77,54.73,51.77,67.55,76.18,57.95,45.23,50.23,45.14,14.23,6.23,6.23,10.23,7.23
Adam Marciniak,1988-09-28,27,1.83,82.1,24.55,59.69,64.0,left,high,medium,38.31,38.92,59.0,58.85,21.0,33.0,29.0,47.38,56.38,52.92,62.23,61.23,55.77,44.92,59.15,61.0,65.54,69.46,66.54,47.85,65.54,60.15,30.15,39.0,46.0,59.23,65.23,58.77,6.0,9.0,12.0,15.0,10.0
Adam Marusic,1992-10-17,23,1.78,81.19,25.68,67.45,72.45,right,high,high,64.55,64.18,56.55,63.36,62.27,70.73,57.18,47.55,62.36,70.18,74.0,80.91,62.55,63.91,68.45,68.36,65.27,72.18,74.73,68.09,63.27,42.0,66.55,61.64,57.55,33.73,37.91,35.36,7.55,8.55,6.55,9.55,9.55
Adam Masina,1994-01-02,22,1.88,78.02,22.08,63.0,70.36,left,medium,medium,65.36,25.5,61.0,50.5,26.5,56.07,38.79,33.64,47.43,58.36,71.07,73.14,56.43,60.43,43.57,34.36,57.43,70.57,69.29,30.5,63.0,62.79,39.93,34.93,30.5,58.36,63.71,65.86,13.5,13.5,12.5,6.5,5.5
Adam Matthews,1992-01-13,24,1.78,71.21,22.53,69.5,79.1,right,high,medium,69.65,43.65,54.35,67.95,42.3,65.8,67.3,48.6,63.45,68.3,77.0,78.0,73.65,71.65,72.1,66.9,71.4,76.75,68.25,59.65,62.95,68.85,61.0,65.05,50.6,69.4,71.7,70.95,5.5,15.65,16.9,8.0,14.8
Adam Matuschyk,1989-02-14,27,1.8,74.84,23.01,68.71,74.1,right,medium,medium,56.86,55.24,65.14,70.9,61.38,67.1,48.9,53.24,68.57,69.76,67.76,66.38,70.29,69.05,72.1,68.43,68.0,73.95,65.95,67.67,67.38,66.52,59.81,69.14,49.1,65.14,66.1,70.71,08.05,9.33,15.48,15.33,14.48
Adam Mojta,1986-06-30,29,1.78,69.85,22.1,62.69,62.85,left,medium,medium,70.15,56.77,59.54,47.92,49.23,59.0,42.15,31.92,46.85,59.69,72.0,69.15,58.0,69.54,75.0,55.15,72.62,79.0,57.0,55.77,62.62,47.08,51.0,50.85,58.54,67.0,60.85,61.46,9.54,11.54,11.54,13.54,9.54
Adam Morgan,1994-04-21,22,1.78,71.21,22.53,62.62,75.85,left,medium,medium,39.85,66.0,56.38,52.77,56.54,61.23,48.08,42.08,38.08,60.0,77.62,76.92,65.46,59.54,69.69,60.31,55.92,57.08,59.54,57.62,60.08,20.85,63.85,54.77,63.62,21.23,22.0,22.08,10.08,09.08,06.08,14.08,07.08
Adam Nemec,1985-09-02,30,1.9,89.81,24.75,66.88,69.31,left,medium,medium,43.31,67.75,77.09,54.06,62.25,57.06,49.03,42.03,43.75,62.19,58.38,61.06,40.72,64.84,51.53,74.94,68.69,60.56,85.38,63.34,47.03,37.12,64.66,41.03,53.62,20.28,19.53,17.59,7.41,15.97,14.19,15.12,15.12
Adam Ounas,1996-11-11,19,1.73,63.96,21.44,64.64,80.91,left,high,medium,61.55,62.36,51.0,64.0,58.09,73.0,63.55,59.45,62.36,64.55,77.73,76.0,76.0,60.0,81.0,64.91,53.0,66.0,39.0,59.27,50.64,44.0,58.09,60.36,56.18,44.0,54.0,47.0,8.0,6.0,8.0,7.0,12.0
Adam Pazio,1992-09-27,23,1.83,72.12,21.56,63.43,71.64,right,medium,medium,68.43,35.21,55.21,63.21,41.21,59.07,58.21,29.21,58.21,62.43,82.86,74.07,58.0,54.14,73.57,61.21,59.0,71.86,57.0,44.5,57.21,57.07,46.79,42.29,43.21,65.93,65.43,65.14,12.21,11.21,10.21,13.21,12.21
Adam Pinter,1988-06-12,27,1.9,83.91,23.12,70.64,72.79,right,medium,high,43.0,34.0,71.0,68.57,40.0,49.57,43.14,48.0,66.43,59.86,41.86,53.71,37.29,66.43,49.86,70.29,51.14,74.0,86.43,33.86,77.0,75.21,50.29,61.0,52.0,63.0,76.0,60.43,6.0,14.0,13.0,14.0,7.0
Adam Rooney,1988-04-21,28,1.78,78.02,24.68,64.81,71.0,right,high,medium,44.69,68.65,67.96,63.62,60.04,61.15,39.77,43.54,51.73,62.65,63.42,68.38,67.19,64.15,72.38,67.85,72.65,75.46,72.92,57.62,62.62,19.85,67.38,55.88,76.19,20.15,22.08,16.23,10.08,10.08,10.08,10.08,8.23
Adam Ryczkowski,1997-04-30,19,1.78,71.21,22.53,52.78,65.0,right,medium,medium,42.78,55.0,53.89,51.33,36.22,54.33,39.0,29.22,32.22,53.0,73.0,65.0,72.0,50.22,71.0,49.11,59.0,51.0,56.89,53.22,27.22,23.44,44.22,43.22,57.78,24.22,24.22,20.22,6.22,5.22,14.22,7.22,12.22
Adam Sarota,1988-12-28,27,1.83,73.03,21.84,64.63,69.42,right,high,medium,58.74,57.79,46.95,67.84,54.63,63.11,63.53,65.26,67.05,68.89,66.32,68.79,65.42,62.05,62.89,60.26,63.32,72.84,57.84,57.74,67.11,56.74,59.63,67.79,55.95,41.74,51.63,38.84,12.16,12.0,14.74,11.16,15.37
Adam Smith,1991-04-29,25,1.8,81.19,24.97,66.22,74.43,right,high,medium,66.22,35.65,50.57,67.04,37.96,62.0,51.43,54.39,58.04,68.35,74.65,72.87,71.65,65.87,65.74,61.7,54.87,71.91,60.3,59.35,58.87,67.57,55.17,52.61,43.48,67.7,67.91,65.09,07.09,08.09,14.09,08.09,05.09
Adam Szalai,1987-12-09,28,1.93,91.17,24.47,73.84,78.59,right,medium,medium,47.91,74.94,78.69,68.12,66.41,72.06,54.22,41.19,46.91,73.84,63.56,67.22,63.16,75.0,63.91,77.59,66.91,69.25,84.56,60.66,65.94,37.19,75.5,64.69,68.72,24.16,36.59,17.59,12.56,12.44,10.31,15.94,9.81
Adam Taggart,1993-06-02,22,1.83,68.95,20.61,62.91,73.09,right,high,medium,50.17,66.39,49.13,60.22,60.83,63.7,58.39,37.13,50.78,66.7,79.22,74.7,78.13,56.61,76.35,61.78,55.35,72.13,59.57,64.35,52.04,41.0,63.7,56.39,59.13,28.13,31.13,30.13,15.13,14.13,11.13,7.13,13.13
Adam Vass,1988-09-09,27,1.8,74.84,23.01,64.2,74.3,right,medium,medium,58.2,47.4,61.6,72.8,47.0,62.0,62.0,48.2,68.0,67.2,64.5,65.3,68.3,62.6,65.0,52.6,69.1,68.2,67.6,49.0,62.2,56.8,52.8,67.0,55.0,52.0,62.4,63.6,6.8,14.8,33.8,14.2,15.4
Adam Waszkiewicz,1993-12-06,22,1.83,78.93,23.6,51.12,59.0,right,medium,medium,33.75,25.0,50.0,36.62,22.0,30.0,20.0,25.0,34.0,34.0,60.25,62.0,57.5,44.25,61.0,32.0,65.0,55.88,67.0,25.0,55.0,56.0,20.0,27.0,20.0,53.0,55.5,52.5,9.0,12.0,11.0,11.0,5.0
Adama Ba,1993-08-27,22,1.78,68.04,21.52,62.57,71.0,right,medium,medium,55.14,68.5,62.64,58.93,51.64,63.21,48.07,41.07,49.07,63.29,73.43,73.64,55.36,58.0,48.07,58.07,63.79,58.29,53.71,57.79,37.64,21.07,58.5,44.29,71.43,38.57,21.07,23.07,08.07,14.07,13.07,06.07,07.07
Adama Coulibaly,1980-09-10,35,1.85,83.01,24.14,71.53,71.89,right,low,medium,39.89,34.79,72.53,58.42,29.37,46.74,46.42,44.84,61.37,62.26,51.32,51.53,53.26,65.74,61.0,56.42,64.79,68.68,86.37,44.32,77.47,73.79,40.47,51.37,40.95,72.74,71.63,65.21,12.95,13.53,17.05,14.32,15.74
Adama Francois,1989-11-30,26,1.93,79.83,21.42,62.94,68.56,right,medium,medium,49.11,33.56,63.44,51.83,44.28,44.22,36.28,37.44,44.72,48.44,51.67,52.22,33.0,60.72,32.0,50.22,43.22,62.11,85.78,37.39,71.33,57.83,30.33,42.61,51.06,63.94,62.44,59.28,6.94,13.28,12.22,8.28,9.11
Adama Soumaoro,1992-06-18,23,1.88,92.99,26.32,59.06,68.12,right,medium,medium,48.0,32.12,57.44,51.25,34.25,42.75,30.25,35.25,46.06,41.81,52.56,58.0,45.56,52.81,54.88,45.06,61.81,53.69,81.88,33.25,60.0,56.5,23.06,25.25,39.25,62.44,63.38,61.0,5.25,9.25,7.25,15.25,13.25
Adama Traore,1990-02-03,26,1.7,73.03,25.22,65.29,71.71,left,high,medium,69.36,52.54,48.64,67.04,58.18,63.07,64.18,33.18,62.21,68.36,84.96,84.29,74.04,56.82,63.39,60.96,75.46,73.29,61.68,59.5,51.46,63.18,63.43,57.68,56.14,64.07,66.82,62.25,9.96,14.82,8.89,11.11,12.04
Adama Traore,1995-06-28,20,1.78,72.12,22.81,58.78,69.67,right,medium,medium,50.11,39.0,48.22,66.22,35.56,59.44,35.0,29.33,59.56,64.78,72.11,72.89,59.0,55.67,66.0,48.22,59.78,54.33,56.44,46.0,67.22,54.89,54.11,58.78,52.22,54.22,56.44,53.0,7.22,10.22,8.22,8.22,12.22
Adamo Coulibaly,1981-08-14,34,1.88,78.02,22.08,71.12,71.12,right,medium,low,50.0,74.5,67.5,51.0,69.0,64.5,62.0,68.0,54.0,67.5,70.38,68.38,70.0,74.0,58.0,73.5,73.0,70.62,80.38,70.0,70.0,41.0,73.0,61.0,73.0,30.0,31.0,29.0,5.0,7.0,10.0,15.0,5.0
Adel Taarabt,1989-05-24,27,1.8,78.02,23.99,77.32,82.1,right,medium,low,75.2,69.98,39.16,76.72,72.16,85.88,77.2,73.9,67.5,84.12,79.76,74.68,84.84,70.82,75.88,75.0,53.78,61.48,65.04,75.64,58.24,42.42,74.42,76.6,73.0,27.32,28.78,30.52,6.14,7.7,13.06,6.86,10.58
Adem Ljajic,1991-09-29,24,1.83,73.94,22.11,76.98,83.4,right,medium,medium,70.6,71.02,48.52,76.88,72.31,82.98,77.83,77.76,67.45,83.36,81.4,78.64,81.83,72.36,71.79,76.64,66.48,71.21,62.93,76.29,43.55,40.62,74.64,74.29,71.38,22.14,37.55,36.12,5.71,14.29,9.86,6.67,12.38
Aderlan Santos,1989-04-09,27,1.93,83.01,22.28,72.12,77.68,right,medium,medium,33.16,33.16,75.0,49.0,45.16,47.68,50.16,53.32,46.16,56.44,50.84,56.08,53.72,63.64,43.72,79.04,66.72,62.2,81.16,69.24,76.12,73.44,26.16,32.92,59.16,73.68,77.36,71.28,9.16,12.16,12.16,7.16,11.16
Aderlan,1990-08-18,25,1.78,71.21,22.53,65.5,70.75,right,high,medium,65.5,45.62,54.62,62.62,45.62,67.62,58.62,60.62,61.62,62.62,81.25,77.75,78.0,62.62,77.0,68.62,72.88,74.5,56.38,69.62,67.62,69.62,55.62,49.62,34.62,60.5,62.88,63.0,11.62,10.62,9.62,12.62,6.62
Adil Auassar,1986-10-06,29,1.88,84.82,24.01,64.27,66.36,left,medium,high,53.09,45.18,64.18,64.64,38.18,59.73,62.64,62.09,61.36,64.09,54.45,56.91,53.45,63.36,62.55,77.55,62.27,76.45,81.0,64.55,73.55,63.45,59.0,63.18,38.45,61.0,60.36,62.73,8.73,10.27,22.64,13.18,15.36
Adil Chihi,1988-02-21,28,1.83,78.02,23.33,68.7,76.55,left,medium,medium,67.6,63.35,58.1,66.3,67.0,73.55,63.0,62.3,55.2,72.0,78.9,78.65,80.4,67.4,69.35,64.65,54.4,64.2,64.0,58.4,55.0,38.9,64.95,60.1,60.05,21.15,22.6,19.75,7.8,14.95,18.35,10.15,8.6
Adil Hermach,1986-06-27,29,1.83,69.85,20.89,67.0,69.93,right,medium,medium,54.07,47.67,58.0,65.13,50.8,61.93,58.53,58.93,67.53,67.6,65.8,64.73,70.0,66.87,70.4,66.07,71.2,81.2,70.47,65.13,72.4,69.6,57.87,73.47,57.4,61.0,67.27,68.73,6.93,12.6,22.8,11.53,14.8
Adil Rami,1985-12-27,30,1.9,88.0,24.25,78.26,82.29,right,medium,medium,42.6,41.37,78.14,61.8,48.63,50.2,43.17,56.63,68.43,62.69,60.09,63.89,59.11,67.03,60.71,70.37,76.6,68.57,87.37,51.34,79.6,79.09,35.8,49.09,53.2,80.57,82.89,79.94,7.11,11.51,16.4,7.57,6.37
Adil Ramzi,1977-07-14,38,1.78,73.94,23.39,66.17,66.17,right,medium,medium,61.67,55.67,50.0,71.0,54.0,69.33,49.0,70.0,71.33,68.5,63.83,60.67,65.0,59.33,61.67,73.67,74.0,64.67,73.0,56.33,59.33,43.0,65.0,70.67,75.0,48.67,33.33,35.33,12.0,6.0,10.0,10.0,9.0
Adilson,1982-01-01,34,1.93,88.0,23.61,67.29,67.57,right,medium,medium,46.0,69.43,73.29,51.0,68.0,58.0,45.0,46.0,46.0,56.14,56.71,58.71,59.14,70.0,40.29,70.29,56.43,56.86,83.71,58.43,66.0,32.0,61.43,50.29,52.86,20.0,21.0,24.0,13.0,10.0,13.0,11.0,13.0
Adis Jahovic,1987-03-18,29,1.9,89.81,24.75,68.3,68.3,right,medium,medium,36.0,67.1,74.0,53.0,66.0,60.0,38.0,35.0,43.0,65.8,60.0,63.0,53.0,65.0,38.0,73.0,56.0,60.0,79.0,68.0,70.0,15.0,74.0,44.0,63.0,16.0,25.0,19.0,10.0,14.0,15.0,9.0,8.0
Adlene Guedioura,1985-11-12,30,1.78,81.19,25.68,67.24,70.03,right,medium,high,55.68,56.15,61.5,67.15,57.88,63.62,32.53,50.15,65.71,67.59,69.41,73.32,70.0,62.85,68.91,74.71,73.76,70.91,81.29,67.65,78.94,60.44,60.15,67.35,55.74,58.97,66.65,66.71,11.12,14.59,19.32,12.94,8.0
Admir Aganovic,1986-08-25,29,1.83,79.83,23.87,59.33,64.33,left,medium,low,46.0,58.0,54.67,52.0,56.0,59.17,38.0,49.5,45.0,57.67,63.67,64.83,62.0,62.0,63.0,60.0,62.0,60.0,63.0,60.5,57.0,31.0,63.0,47.0,58.0,29.0,34.0,20.0,13.0,7.0,15.0,14.0,6.0
Admir Mehmedi,1991-03-16,25,1.83,79.83,23.87,69.42,75.84,right,high,medium,55.37,69.39,57.29,67.66,64.08,73.03,58.08,58.16,52.53,70.32,70.37,72.5,73.39,69.42,67.92,69.95,54.5,68.97,65.0,69.21,51.84,31.45,67.11,63.03,63.5,23.97,28.39,25.95,11.61,13.79,9.37,14.71,15.63
Adnan Alisic,1984-02-10,32,1.8,71.21,21.9,60.5,61.0,right,medium,medium,41.0,44.0,49.0,59.17,65.0,63.0,72.0,63.0,61.0,63.0,63.5,63.5,67.0,65.0,68.0,57.0,61.0,66.0,61.0,67.0,63.0,42.0,63.5,64.5,51.0,45.0,47.0,43.0,10.0,11.0,5.0,12.0,7.0
Adnan Custovic,1978-04-16,38,1.85,83.01,24.14,67.0,69.22,right,medium,medium,64.78,68.89,65.44,65.44,72.33,63.11,69.0,70.22,59.44,65.0,60.56,64.33,63.78,65.33,64.0,76.67,61.89,69.33,69.22,69.67,55.0,58.33,70.89,70.78,68.33,25.78,38.89,45.89,13.0,16.22,42.44,15.67,14.56
Adnan Januzaj,1995-02-05,21,1.83,74.84,22.38,70.09,86.14,left,medium,medium,64.14,61.59,22.18,71.82,65.05,79.09,64.95,60.36,67.0,76.77,81.18,71.91,78.5,63.09,75.36,52.14,60.09,47.55,37.09,65.36,28.82,21.36,59.73,72.95,59.18,23.27,20.73,21.18,14.18,9.18,10.18,11.18,6.18
Adnan Mravac,1982-04-10,34,1.93,83.91,22.52,63.26,65.42,right,medium,medium,43.58,33.21,63.32,53.95,40.37,44.11,29.37,42.05,46.84,51.58,53.74,54.84,44.79,59.42,50.42,49.53,59.79,72.74,79.11,43.26,77.0,56.21,42.58,45.95,48.79,61.32,62.53,60.58,6.0,10.47,20.95,14.79,10.58
Adnane Tighadouini,1992-11-30,23,1.78,72.12,22.81,68.73,76.32,right,medium,medium,65.0,67.32,50.0,62.23,61.36,76.68,74.86,57.32,53.68,73.64,76.73,74.64,74.5,66.45,69.82,73.73,74.27,67.05,63.45,68.05,47.36,25.32,64.32,65.64,69.64,29.32,36.32,23.32,10.32,5.32,10.32,11.32,7.32
Adrian Basta,1988-12-01,27,1.8,78.02,23.99,57.56,63.88,right,medium,medium,40.75,31.06,38.19,38.25,23.44,34.12,48.44,44.81,39.88,42.19,76.62,77.0,68.0,60.19,59.12,29.81,64.0,72.0,69.19,27.94,67.19,62.19,44.19,28.19,44.81,60.75,59.56,63.75,14.19,9.19,6.19,13.19,15.19
Adrian Blad,1991-04-16,25,1.65,62.14,22.8,54.61,61.28,right,medium,medium,53.61,44.39,51.28,45.78,36.22,51.83,51.94,37.94,40.89,52.0,85.61,75.17,83.17,54.72,82.44,50.33,80.67,63.33,33.5,50.0,57.33,67.11,55.17,41.22,42.78,43.67,42.89,42.33,9.33,16.33,14.5,9.67,15.5
Adrian Colunga,1984-11-17,31,1.73,69.85,23.42,71.92,73.81,right,medium,low,59.08,74.92,53.5,65.62,68.15,80.42,77.15,63.77,44.54,75.27,76.88,75.31,80.81,75.69,80.08,73.35,69.73,61.5,58.5,67.69,53.38,30.08,73.54,65.69,76.46,20.23,20.23,16.54,6.92,7.92,13.23,12.15,11.31
Adrian Cristea,1983-11-30,32,1.78,73.03,23.1,64.14,65.0,right,medium,medium,57.0,66.0,72.0,66.0,66.0,65.71,65.0,82.43,59.0,66.86,64.0,58.57,61.0,57.0,64.0,62.0,54.0,59.0,48.0,68.0,49.57,38.0,63.0,64.0,52.0,46.0,52.0,45.0,5.0,13.0,9.0,6.0,14.0
Adrian Daniel Calello,1987-05-14,29,1.78,82.1,25.97,56.17,60.09,right,medium,high,43.52,28.78,39.74,62.39,26.7,57.39,57.04,37.7,57.7,65.48,57.65,58.48,59.91,53.26,54.78,37.74,54.09,64.17,60.48,42.3,51.39,55.61,44.0,47.04,40.87,49.96,53.78,49.17,11.7,14.7,6.7,12.7,8.7
Adrian Embarba,1992-05-07,24,1.73,66.22,22.2,66.38,74.08,right,medium,medium,67.92,63.31,45.54,65.54,43.62,71.08,47.08,49.0,63.31,68.0,76.46,71.62,69.54,55.15,72.31,60.77,61.31,53.23,53.23,59.77,53.08,30.62,61.92,59.15,54.62,27.08,33.54,29.08,12.31,5.31,5.31,13.31,10.31
Adrian Gonzalez,1988-05-25,28,1.83,76.2,22.78,71.52,75.52,left,medium,medium,70.67,60.95,53.29,75.57,54.0,71.95,74.57,70.62,71.33,74.71,70.33,69.86,73.24,67.24,65.33,56.62,54.71,68.95,61.33,59.14,55.48,59.24,64.05,72.24,68.86,48.48,49.05,40.48,5.71,15.48,22.38,8.19,9.0
